ReservationID,GuestID,BookingTime,PartySize,Channel,TableID,Status,CheckInTime
R06702,G1621,19-05-2025 16:49,6,Phone,T14,Confirmed,19-05-2025 16:39
R06703,G2481,23-01-2025 21:03,7,Kiosk,T03,Confirmed,23-01-2025 20:53
R06704,G2566,05-02-2025 16:10,6,App,T05,Confirmed,05-02-2025 16:09
R06705,G1041,22-02-2025 11:23,6,Kiosk,T20,Confirmed,22-02-2025 11:22
R06706,G2605,04-03-2025 12:01,6,Kiosk,T01,Confirmed,04-03-2025 12:00
R06707,G1645,31-03-2025 20:20,6,App,T14,Cancelled,NULL
R06708,G0624,17-01-2025 12:12,1,Web,T06,No-Show,NULL
R06709,G2003,28-02-2025 15:40,1,Web,T11,Confirmed,28-02-2025 15:30
R06710,G2565,16-02-2025 11:05,6,Web,T20,No-Show,NULL
R06711,G2861,23-03-2025 21:30,7,Phone,T11,Confirmed,23-03-2025 21:20
R06712,G2834,06-01-2025 15:06,7,App,T06,Confirmed,06-01-2025 15:05
R06713,G1921,27-02-2025 10:23,4,App,T07,Confirmed,27-02-2025 10:14
R06714,G2712,17-04-2025 12:31,7,Web,T09,Confirmed,17-04-2025 12:26
R06715,G2860,22-03-2025 12:38,4,Kiosk,T06,Confirmed,22-03-2025 12:30
R06716,G2007,15-01-2025 10:42,5,Phone,T20,Confirmed,15-01-2025 10:34
R06717,G1706,09-04-2025 15:23,7,App,T20,No-Show,NULL
R06718,G2678,24-06-2025 11:29,1,Web,T17,No-Show,NULL
R06719,G1852,09-05-2025 12:30,6,Kiosk,T01,No-Show,NULL
R06720,G0907,16-04-2025 21:14,1,Web,T12,Confirmed,16-04-2025 21:12
R06721,G1216,12-01-2025 15:27,3,Phone,T05,Confirmed,12-01-2025 15:22
R06722,G1155,13-01-2025 22:58,1,App,T03,Confirmed,13-01-2025 22:48
R06723,G2011,07-05-2025 12:05,1,Web,T06,No-Show,NULL
R06724,G2372,18-05-2025 20:23,1,Phone,T17,Confirmed,18-05-2025 20:18
R06725,G0534,13-02-2025 12:56,7,Kiosk,T01,Confirmed,13-02-2025 12:47
R06726,G1422,28-03-2025 10:59,1,Phone,T09,Confirmed,28-03-2025 10:59
R06727,G1459,15-01-2025 15:33,7,App,T02,Confirmed,15-01-2025 15:30
R06728,G0208,29-04-2025 21:38,7,Kiosk,T11,Confirmed,29-04-2025 21:38
R06729,G0631,24-06-2025 14:40,3,Kiosk,T10,Confirmed,24-06-2025 14:32
R06730,G2900,17-02-2025 13:21,3,App,T14,Confirmed,17-02-2025 13:16
R06731,G0737,30-04-2025 19:07,6,App,T12,Confirmed,30-04-2025 19:01
R06732,G1203,01-01-2025 12:03,4,App,T06,Confirmed,01-01-2025 11:56
R06733,G2386,17-04-2025 15:12,1,Kiosk,T09,Confirmed,17-04-2025 15:09
R06734,G1021,19-05-2025 21:20,3,Kiosk,T14,No-Show,NULL
R06735,G1785,09-04-2025 20:08,5,Kiosk,T03,No-Show,NULL
R06736,G1415,09-01-2025 22:17,2,App,T03,Confirmed,09-01-2025 22:12
R06737,G0498,06-02-2025 12:08,1,Kiosk,T12,No-Show,NULL
R06738,G2584,12-05-2025 14:31,8,App,T07,Cancelled,NULL
R06739,G2199,14-06-2025 20:10,7,Phone,T07,Confirmed,14-06-2025 20:08
R06740,G2249,30-06-2025 12:27,6,Kiosk,T08,Cancelled,NULL
R06741,G1320,02-05-2025 15:01,2,App,T17,No-Show,NULL
R06742,G1349,06-05-2025 10:32,7,Kiosk,T07,Confirmed,06-05-2025 10:25
R06743,G2773,27-05-2025 18:07,2,Phone,T16,Confirmed,27-05-2025 18:04
R06744,G2956,15-05-2025 15:50,4,Kiosk,T17,Confirmed,15-05-2025 15:46
R06745,G2414,05-06-2025 19:15,5,Kiosk,T01,Confirmed,05-06-2025 19:14
R06746,G1122,11-02-2025 14:42,3,Kiosk,T13,Confirmed,11-02-2025 14:32
R06747,G1017,27-03-2025 15:39,4,Phone,T04,Confirmed,27-03-2025 15:38
R06748,G1605,14-03-2025 22:47,3,Phone,T07,Confirmed,14-03-2025 22:37
R06749,G0495,20-04-2025 16:23,6,Phone,T02,Confirmed,20-04-2025 16:13
R06750,G2944,04-06-2025 11:14,7,Phone,T12,No-Show,NULL
R06751,G1601,26-03-2025 18:01,2,Kiosk,T18,Confirmed,26-03-2025 17:53
R06752,G0785,25-02-2025 18:23,7,App,T02,Confirmed,25-02-2025 18:21
R06753,G0065,12-03-2025 17:44,1,Kiosk,T11,Confirmed,12-03-2025 17:38
R06754,G0558,25-06-2025 20:34,2,App,T16,Confirmed,25-06-2025 20:26
R06755,G0824,23-06-2025 20:28,2,Phone,T10,Confirmed,23-06-2025 20:23
R06756,G0540,02-04-2025 21:55,6,Phone,T12,Cancelled,NULL
R06757,G2764,16-06-2025 10:46,3,Kiosk,T08,Confirmed,16-06-2025 10:39
R06758,G1980,17-06-2025 16:06,8,Phone,T15,Confirmed,17-06-2025 15:59
R06759,G0208,10-02-2025 22:00,6,App,T11,No-Show,NULL
R06760,G1933,01-02-2025 17:43,8,Phone,T18,Confirmed,01-02-2025 17:41
R06761,G1387,08-05-2025 15:54,7,App,T16,No-Show,NULL
R06762,G0488,14-06-2025 16:06,1,App,T04,No-Show,NULL
R06763,G2247,19-04-2025 12:59,7,Web,T12,Cancelled,NULL
R06764,G1282,29-03-2025 13:15,6,Phone,T10,Confirmed,29-03-2025 13:11
R06765,G0096,13-03-2025 16:37,2,Phone,T18,Confirmed,13-03-2025 16:33
R06766,G1883,21-04-2025 11:13,2,Web,T11,Confirmed,21-04-2025 11:03
R06767,G2462,10-06-2025 21:05,7,Kiosk,T03,Confirmed,10-06-2025 21:00
R06768,G2950,28-06-2025 11:08,8,Web,T02,Confirmed,28-06-2025 10:59
R06769,G2039,14-05-2025 11:06,4,App,T13,Confirmed,14-05-2025 10:57
R06770,G0757,23-06-2025 14:44,5,Web,T15,Confirmed,23-06-2025 14:40
R06771,G1298,03-06-2025 20:22,2,App,T03,Confirmed,03-06-2025 20:21
R06772,G1542,19-04-2025 10:37,3,Web,T20,Cancelled,NULL
R06773,G0580,05-02-2025 18:09,1,App,T02,Confirmed,05-02-2025 18:02
R06774,G2143,16-01-2025 17:37,3,Phone,T20,Confirmed,16-01-2025 17:37
R06775,G0729,29-05-2025 14:26,6,Web,T19,Confirmed,29-05-2025 14:21
R06776,G1106,23-03-2025 15:50,8,App,T13,No-Show,NULL
R06777,G1186,09-02-2025 10:00,1,Phone,T09,No-Show,NULL
R06778,G1572,12-05-2025 18:47,7,Kiosk,T15,Confirmed,12-05-2025 18:39
R06779,G0171,17-02-2025 17:24,5,Phone,T02,Confirmed,17-02-2025 17:14
R06780,G1038,02-03-2025 15:45,1,App,T18,Confirmed,02-03-2025 15:41
R06781,G1105,25-06-2025 13:44,5,App,T08,Confirmed,25-06-2025 13:36
R06782,G0305,24-06-2025 20:54,2,Web,T15,Confirmed,24-06-2025 20:46
R06783,G1943,18-02-2025 10:56,3,Web,T01,Confirmed,18-02-2025 10:55
R06784,G1669,16-06-2025 13:09,3,Phone,T10,Confirmed,16-06-2025 13:00
R06785,G2289,21-05-2025 19:50,2,Kiosk,T09,Confirmed,21-05-2025 19:48
R06786,G2985,08-02-2025 14:00,7,Kiosk,T05,No-Show,NULL
R06787,G2577,26-03-2025 17:26,5,Phone,T06,Cancelled,NULL
R06788,G0615,21-01-2025 19:31,4,Kiosk,T13,Confirmed,21-01-2025 19:30
R06789,G0286,25-06-2025 15:29,7,Phone,T19,Confirmed,25-06-2025 15:26
R06790,G0636,29-04-2025 15:43,7,Phone,T02,Confirmed,29-04-2025 15:42
R06791,G1612,11-06-2025 14:22,1,App,T10,Confirmed,11-06-2025 14:17
R06792,G1323,09-06-2025 19:24,4,Phone,T10,Confirmed,09-06-2025 19:14
R06793,G1345,22-01-2025 12:40,4,Kiosk,T17,No-Show,NULL
R06794,G2458,10-01-2025 16:00,6,Web,T10,Confirmed,10-01-2025 16:00
R06795,G1624,30-04-2025 17:15,3,Phone,T03,No-Show,NULL
R06796,G0056,07-04-2025 12:43,1,Phone,T04,Confirmed,07-04-2025 12:35
R06797,G0263,03-05-2025 16:20,4,Phone,T17,Confirmed,03-05-2025 16:17
R06798,G0025,15-06-2025 12:15,5,Kiosk,T17,No-Show,NULL
R06799,G2411,03-01-2025 11:32,8,Phone,T20,Confirmed,03-01-2025 11:26
R06800,G0133,07-02-2025 13:42,3,Kiosk,T03,Confirmed,07-02-2025 13:37
R06801,G1797,25-05-2025 10:05,5,Phone,T09,Cancelled,NULL
R06802,G1817,20-02-2025 10:56,4,App,T04,Confirmed,20-02-2025 10:47
R06803,G2343,28-03-2025 17:44,4,Web,T10,Confirmed,28-03-2025 17:35
R06804,G2253,01-01-2025 16:34,2,App,T11,No-Show,NULL
R06805,G0798,16-03-2025 17:28,7,Phone,T12,No-Show,NULL
R06806,G1723,22-04-2025 14:15,2,App,T10,Confirmed,22-04-2025 14:14
R06807,G0693,31-05-2025 11:04,7,App,T01,Confirmed,31-05-2025 11:00
R06808,G1302,24-05-2025 16:52,3,App,T14,Confirmed,24-05-2025 16:52
R06809,G2449,30-05-2025 22:55,3,Phone,T12,Confirmed,30-05-2025 22:49
R06810,G1346,25-05-2025 10:38,3,Phone,T11,Confirmed,25-05-2025 10:31
R06811,G0334,21-04-2025 12:27,1,Web,T18,Confirmed,21-04-2025 12:24
R06812,G2755,19-03-2025 14:09,3,Web,T10,Confirmed,19-03-2025 14:07
R06813,G0912,28-06-2025 15:50,5,Kiosk,T13,Confirmed,28-06-2025 15:49
R06814,G0307,28-02-2025 18:06,6,Phone,T14,Confirmed,28-02-2025 17:58
R06815,G0961,09-04-2025 14:34,4,Phone,T05,Confirmed,09-04-2025 14:34
R06816,G0644,10-04-2025 14:42,7,Phone,T18,Confirmed,10-04-2025 14:34
R06817,G2745,17-04-2025 22:37,7,Web,T10,No-Show,NULL
R06818,G1601,20-04-2025 14:45,1,Web,T16,Confirmed,20-04-2025 14:42
R06819,G2206,07-05-2025 14:05,2,Web,T15,Confirmed,07-05-2025 14:02
R06820,G1962,09-02-2025 16:36,1,Phone,T05,Confirmed,09-02-2025 16:32
R06821,G0952,30-06-2025 11:00,5,Web,T12,Confirmed,30-06-2025 10:57
R06822,G2733,22-04-2025 12:14,1,Kiosk,T12,Confirmed,22-04-2025 12:13
R06823,G1514,21-03-2025 15:15,2,Phone,T07,Confirmed,21-03-2025 15:15
R06824,G1104,08-04-2025 22:17,1,Kiosk,T20,Confirmed,08-04-2025 22:17
R06825,G2654,03-01-2025 11:04,5,Phone,T16,Cancelled,NULL
R06826,G1739,07-04-2025 13:36,7,Kiosk,T20,No-Show,NULL
R06827,G1227,01-06-2025 22:59,7,Kiosk,T18,Confirmed,01-06-2025 22:54
R06828,G1583,30-01-2025 11:43,8,Web,T14,Confirmed,30-01-2025 11:36
R06829,G0672,29-06-2025 14:50,5,App,T17,Confirmed,29-06-2025 14:40
R06830,G2554,30-01-2025 16:51,5,Phone,T03,Confirmed,30-01-2025 16:43
R06831,G1102,05-03-2025 17:30,2,App,T13,Confirmed,05-03-2025 17:29
R06832,G2453,17-01-2025 19:45,1,Phone,T04,Confirmed,17-01-2025 19:39
R06833,G0326,24-05-2025 14:26,7,Phone,T09,Confirmed,24-05-2025 14:19
R06834,G2074,02-01-2025 13:57,3,Phone,T17,No-Show,NULL
R06835,G0156,08-06-2025 20:36,8,Kiosk,T06,Confirmed,08-06-2025 20:36
R06836,G2300,12-02-2025 12:13,7,Web,T04,Confirmed,12-02-2025 12:11
R06837,G0865,31-05-2025 18:47,8,App,T08,Confirmed,31-05-2025 18:42
R06838,G0618,21-01-2025 15:08,5,Phone,T12,Confirmed,21-01-2025 14:58
R06839,G2517,24-03-2025 11:32,2,Web,T09,Confirmed,24-03-2025 11:28
R06840,G2505,29-06-2025 15:29,2,Web,T17,Confirmed,29-06-2025 15:29
R06841,G0413,28-02-2025 12:11,1,App,T02,Confirmed,28-02-2025 12:05
R06842,G2166,12-05-2025 16:37,7,Web,T04,Confirmed,12-05-2025 16:35
R06843,G0245,17-04-2025 13:05,5,Phone,T16,Confirmed,17-04-2025 13:05
R06844,G0560,11-05-2025 20:09,6,Web,T15,Confirmed,11-05-2025 20:02
R06845,G0250,26-06-2025 17:07,2,App,T20,Confirmed,26-06-2025 17:05
R06846,G1231,06-04-2025 22:00,5,Web,T05,Confirmed,06-04-2025 21:55
R06847,G0399,20-02-2025 22:31,2,Web,T19,Confirmed,20-02-2025 22:27
R06848,G1652,25-01-2025 10:34,7,Kiosk,T19,Confirmed,25-01-2025 10:28
R06849,G0007,14-05-2025 14:50,4,Kiosk,T11,Cancelled,NULL
R06850,G2963,20-04-2025 10:37,6,Web,T02,Confirmed,20-04-2025 10:27
R06851,G2992,05-03-2025 13:17,3,App,T07,Confirmed,05-03-2025 13:11
R06852,G1263,23-05-2025 17:31,3,Phone,T02,No-Show,NULL
R06853,G0937,07-02-2025 22:08,2,Web,T16,No-Show,NULL
R06854,G0299,14-04-2025 12:53,2,App,T03,Confirmed,14-04-2025 12:43
R06855,G1718,16-05-2025 12:45,6,Web,T12,Confirmed,16-05-2025 12:42
R06856,G0995,23-01-2025 18:32,1,Phone,T10,Confirmed,23-01-2025 18:32
R06857,G0928,25-01-2025 17:42,7,Web,T10,No-Show,NULL
R06858,G0423,05-03-2025 10:51,5,Kiosk,T08,Confirmed,05-03-2025 10:49
R06859,G0059,18-01-2025 13:38,4,App,T19,Confirmed,18-01-2025 13:31
R06860,G1825,18-05-2025 22:07,7,Web,T19,Confirmed,18-05-2025 22:07
R06861,G1234,19-03-2025 22:08,6,Web,T07,Confirmed,19-03-2025 22:06
R06862,G0630,14-05-2025 16:42,7,App,T02,Confirmed,14-05-2025 16:42
R06863,G1329,13-04-2025 14:54,5,App,T08,Confirmed,13-04-2025 14:54
R06864,G0248,30-04-2025 11:42,6,App,T14,Confirmed,30-04-2025 11:33
R06865,G0515,22-01-2025 20:40,8,Phone,T01,Confirmed,22-01-2025 20:36
R06866,G0868,13-04-2025 17:22,2,Phone,T09,No-Show,NULL
R06867,G0678,03-05-2025 16:33,3,App,T02,Confirmed,03-05-2025 16:26
R06868,G2895,01-02-2025 20:09,6,Phone,T08,Cancelled,NULL
R06869,G2895,05-05-2025 17:32,8,Web,T13,Confirmed,05-05-2025 17:31
R06870,G2375,22-01-2025 19:41,4,Kiosk,T10,No-Show,NULL
R06871,G2642,27-03-2025 17:34,6,Phone,T13,Confirmed,27-03-2025 17:32
R06872,G2463,18-06-2025 20:13,1,Phone,T01,No-Show,NULL
R06873,G1853,09-04-2025 18:08,3,Phone,T14,Confirmed,09-04-2025 18:02
R06874,G2099,27-02-2025 18:44,5,Phone,T09,Cancelled,NULL
R06875,G2652,17-04-2025 18:58,4,Web,T14,Confirmed,17-04-2025 18:48
R06876,G0962,28-03-2025 11:31,5,App,T13,No-Show,NULL
R06877,G0755,09-03-2025 13:10,1,App,T09,Confirmed,09-03-2025 13:09
R06878,G2131,22-04-2025 17:03,1,Web,T12,No-Show,NULL
R06879,G2597,14-04-2025 20:14,2,Kiosk,T12,Confirmed,14-04-2025 20:04
R06880,G2021,29-06-2025 22:01,2,Web,T07,Confirmed,29-06-2025 21:56
R06881,G1568,25-05-2025 22:39,3,Kiosk,T04,No-Show,NULL
R06882,G1028,08-02-2025 15:25,1,Web,T07,Confirmed,08-02-2025 15:18
R06883,G2579,17-05-2025 17:02,4,Phone,T08,Confirmed,17-05-2025 16:53
R06884,G0734,29-01-2025 13:50,2,Web,T18,Cancelled,NULL
R06885,G2414,23-04-2025 12:25,2,Phone,T12,Confirmed,23-04-2025 12:24
R06886,G0221,28-02-2025 13:32,6,App,T01,Confirmed,28-02-2025 13:25
R06887,G0133,24-01-2025 19:56,3,Kiosk,T13,Confirmed,24-01-2025 19:49
R06888,G2909,21-01-2025 18:00,8,Web,T07,Confirmed,21-01-2025 17:57
R06889,G1331,27-04-2025 11:24,2,Web,T07,No-Show,NULL
R06890,G2530,20-05-2025 10:02,7,Web,T06,Cancelled,NULL
R06891,G1595,31-03-2025 22:02,1,App,T06,Confirmed,31-03-2025 22:00
R06892,G0024,01-02-2025 15:59,7,Phone,T08,Confirmed,01-02-2025 15:53
R06893,G2593,11-05-2025 14:47,1,Kiosk,T07,No-Show,NULL
R06894,G1427,20-06-2025 22:47,3,Web,T20,No-Show,NULL
R06895,G2227,08-02-2025 17:48,5,Web,T08,Confirmed,08-02-2025 17:46
R06896,G2213,25-06-2025 20:00,4,Kiosk,T07,No-Show,NULL
R06897,G0045,17-06-2025 15:27,1,Web,T05,Cancelled,NULL
R06898,G2199,21-03-2025 16:14,3,Phone,T08,Confirmed,21-03-2025 16:10
R06899,G1379,11-05-2025 15:59,1,Phone,T20,Cancelled,NULL
R06900,G0126,23-05-2025 20:13,8,Phone,T09,Cancelled,NULL
R06901,G1418,01-06-2025 12:16,6,Phone,T20,Confirmed,01-06-2025 12:15
R06902,G2199,28-04-2025 18:42,2,Kiosk,T06,Confirmed,28-04-2025 18:38
R06903,G1044,21-06-2025 14:16,8,Kiosk,T20,Confirmed,21-06-2025 14:10
R06904,G2673,24-05-2025 11:37,6,App,T15,Confirmed,24-05-2025 11:34
R06905,G2326,29-01-2025 11:43,3,App,T06,Confirmed,29-01-2025 11:43
R06906,G1666,10-03-2025 14:20,1,Phone,T18,Confirmed,10-03-2025 14:20
R06907,G1813,13-03-2025 14:17,2,Web,T19,No-Show,NULL
R06908,G2053,27-06-2025 12:56,7,Phone,T18,No-Show,NULL
R06909,G2473,20-04-2025 19:30,5,Web,T14,Cancelled,NULL
R06910,G1059,22-04-2025 13:31,4,Web,T08,Confirmed,22-04-2025 13:27
R06911,G1045,12-03-2025 17:09,2,Phone,T03,Confirmed,12-03-2025 17:02
R06912,G1179,19-05-2025 14:47,5,App,T13,Cancelled,NULL
R06913,G2970,28-05-2025 10:04,2,Kiosk,T16,Confirmed,28-05-2025 09:57
R06914,G0301,14-02-2025 20:03,6,Phone,T18,Confirmed,14-02-2025 19:55
R06915,G1067,12-03-2025 20:05,3,App,T08,Confirmed,12-03-2025 20:03
R06916,G1153,14-04-2025 22:04,7,Phone,T02,No-Show,NULL
R06917,G1100,03-03-2025 12:42,2,Kiosk,T10,Confirmed,03-03-2025 12:41
R06918,G1721,19-02-2025 19:43,4,Kiosk,T13,Confirmed,19-02-2025 19:40
R06919,G2554,16-04-2025 10:51,4,App,T07,Confirmed,16-04-2025 10:49
R06920,G0069,22-02-2025 18:59,8,Web,T13,No-Show,NULL
R06921,G0683,06-05-2025 14:38,5,App,T14,Cancelled,NULL
R06922,G0456,04-06-2025 15:42,4,Kiosk,T08,Confirmed,04-06-2025 15:34
R06923,G1922,18-03-2025 17:18,5,App,T20,Confirmed,18-03-2025 17:17
R06924,G2188,21-01-2025 14:35,5,Kiosk,T06,Confirmed,21-01-2025 14:27
R06925,G2391,13-01-2025 13:53,1,App,T14,Confirmed,13-01-2025 13:50
R06926,G0376,16-06-2025 22:59,1,Kiosk,T12,Confirmed,16-06-2025 22:49
R06927,G1327,11-03-2025 12:27,3,App,T10,Confirmed,11-03-2025 12:27
R06928,G0264,13-03-2025 22:46,7,App,T04,Confirmed,13-03-2025 22:38
R06929,G2891,20-05-2025 11:20,5,App,T13,No-Show,NULL
R06930,G2284,15-03-2025 19:40,3,App,T19,No-Show,NULL
R06931,G2679,30-06-2025 19:41,6,App,T11,Confirmed,30-06-2025 19:38
R06932,G2606,22-02-2025 11:28,6,Phone,T03,Confirmed,22-02-2025 11:23
R06933,G2379,26-01-2025 18:14,7,App,T03,No-Show,NULL
R06934,G1257,03-04-2025 10:51,2,App,T20,Confirmed,03-04-2025 10:51
R06935,G0593,24-06-2025 18:44,6,App,T06,Cancelled,NULL
R06936,G0474,23-03-2025 20:09,8,Web,T19,No-Show,NULL
R06937,G1438,13-01-2025 15:54,3,Web,T11,Confirmed,13-01-2025 15:47
R06938,G1142,28-05-2025 15:10,7,Kiosk,T20,No-Show,NULL
R06939,G2249,06-01-2025 14:15,6,Kiosk,T19,Confirmed,06-01-2025 14:13
R06940,G2661,08-06-2025 11:05,5,Phone,T06,Confirmed,08-06-2025 11:00
R06941,G2493,14-03-2025 19:17,3,App,T12,Confirmed,14-03-2025 19:10
R06942,G2751,24-04-2025 21:57,3,Web,T06,Confirmed,24-04-2025 21:53
R06943,G2633,10-02-2025 22:45,8,Web,T08,Confirmed,10-02-2025 22:40
R06944,G0145,13-05-2025 21:12,5,Kiosk,T06,Confirmed,13-05-2025 21:10
R06945,G2819,15-02-2025 19:21,5,App,T11,Cancelled,NULL
R06946,G0141,31-05-2025 12:48,1,Web,T10,Confirmed,31-05-2025 12:41
R06947,G0221,25-05-2025 18:02,2,App,T15,Confirmed,25-05-2025 17:53
R06948,G1319,19-05-2025 13:05,6,App,T07,Confirmed,19-05-2025 13:04
R06949,G0020,26-05-2025 18:58,1,App,T06,No-Show,NULL
R06950,G0344,22-03-2025 13:07,8,Kiosk,T16,No-Show,NULL
R06951,G0574,04-03-2025 11:38,7,Web,T17,Confirmed,04-03-2025 11:36
R06952,G1217,28-03-2025 18:26,8,Phone,T06,Confirmed,28-03-2025 18:19
R06953,G1753,30-06-2025 10:42,8,Phone,T19,Confirmed,30-06-2025 10:35
R06954,G2558,01-01-2025 19:45,1,Kiosk,T17,Confirmed,01-01-2025 19:43
R06955,G2935,26-01-2025 21:55,4,Phone,T06,Confirmed,26-01-2025 21:45
R06956,G2992,17-01-2025 17:39,7,Phone,T10,Confirmed,17-01-2025 17:37
R06957,G2340,22-01-2025 16:23,7,Kiosk,T17,No-Show,NULL
R06958,G1955,23-05-2025 15:51,2,Web,T17,Cancelled,NULL
R06959,G0642,02-06-2025 11:37,6,Phone,T20,No-Show,NULL
R06960,G0363,13-01-2025 16:00,7,App,T05,Cancelled,NULL
R06961,G2419,08-02-2025 13:26,6,Phone,T12,No-Show,NULL
R06962,G1336,09-03-2025 22:37,6,Phone,T10,No-Show,NULL
R06963,G0680,14-06-2025 20:50,3,Phone,T11,Confirmed,14-06-2025 20:45
R06964,G0600,22-04-2025 19:33,2,App,T05,Confirmed,22-04-2025 19:25
R06965,G1409,27-03-2025 19:52,5,Kiosk,T06,Confirmed,27-03-2025 19:47
R06966,G1088,30-03-2025 16:36,2,Kiosk,T01,Confirmed,30-03-2025 16:36
R06967,G1154,08-06-2025 22:58,2,App,T02,Confirmed,08-06-2025 22:48
R06968,G0956,12-03-2025 12:28,1,Web,T03,No-Show,NULL
R06969,G0044,04-06-2025 14:30,5,Phone,T04,Confirmed,04-06-2025 14:21
R06970,G2663,12-05-2025 11:29,6,Web,T07,Confirmed,12-05-2025 11:20
R06971,G2290,06-05-2025 12:31,7,App,T16,Confirmed,06-05-2025 12:31
R06972,G0896,14-06-2025 11:50,6,Web,T07,Confirmed,14-06-2025 11:47
R06973,G2094,24-04-2025 11:19,8,Web,T04,Confirmed,24-04-2025 11:15
R06974,G2069,21-01-2025 13:18,6,App,T09,Cancelled,NULL
R06975,G2282,27-02-2025 14:55,3,Kiosk,T14,Confirmed,27-02-2025 14:49
R06976,G0911,02-02-2025 21:22,1,Kiosk,T07,Confirmed,02-02-2025 21:21
R06977,G0438,10-04-2025 13:14,1,Web,T13,Confirmed,10-04-2025 13:05
R06978,G0582,11-06-2025 19:02,7,Phone,T18,Confirmed,11-06-2025 18:59
R06979,G0995,14-02-2025 10:32,2,Web,T05,Cancelled,NULL
R06980,G2548,27-06-2025 19:34,5,Phone,T20,No-Show,NULL
R06981,G0539,02-04-2025 12:17,4,Kiosk,T18,Confirmed,02-04-2025 12:07
R06982,G2087,29-01-2025 13:56,1,Kiosk,T16,No-Show,NULL
R06983,G1124,22-04-2025 11:01,4,App,T08,Confirmed,22-04-2025 10:59
R06984,G2876,24-01-2025 15:57,1,Kiosk,T05,Confirmed,24-01-2025 15:50
R06985,G1285,05-04-2025 14:34,1,Phone,T04,Confirmed,05-04-2025 14:28
R06986,G0723,08-06-2025 15:59,6,Kiosk,T14,Confirmed,08-06-2025 15:56
R06987,G2031,28-02-2025 19:16,7,Phone,T05,Confirmed,28-02-2025 19:07
R06988,G0202,22-03-2025 20:46,7,Kiosk,T13,No-Show,NULL
R06989,G2196,29-01-2025 19:28,8,Kiosk,T09,No-Show,NULL
R06990,G0714,03-06-2025 18:52,8,Web,T11,Confirmed,03-06-2025 18:44
R06991,G1073,07-06-2025 16:57,8,Kiosk,T16,Confirmed,07-06-2025 16:51
R06992,G0832,24-01-2025 15:47,2,Phone,T05,Confirmed,24-01-2025 15:39
R06993,G2568,04-02-2025 13:03,8,Web,T11,Confirmed,04-02-2025 12:56
R06994,G0780,04-04-2025 22:50,2,Phone,T10,Confirmed,04-04-2025 22:48
R06995,G2121,13-04-2025 10:21,5,Kiosk,T18,No-Show,NULL
R06996,G1823,31-05-2025 19:13,1,Kiosk,T20,Confirmed,31-05-2025 19:07
R06997,G0109,18-02-2025 11:45,2,Kiosk,T09,Confirmed,18-02-2025 11:40
R06998,G2413,02-02-2025 15:25,5,App,T17,Confirmed,02-02-2025 15:17
R06999,G1795,18-04-2025 19:18,5,Web,T17,Confirmed,18-04-2025 19:18
R07000,G2460,19-02-2025 13:17,7,Kiosk,T14,Confirmed,19-02-2025 13:08
R07001,G1472,15-01-2025 22:12,6,Web,T16,Confirmed,15-01-2025 22:08
R07002,G1168,25-01-2025 10:45,5,Web,T09,Confirmed,25-01-2025 10:39
R07003,G2624,20-04-2025 20:29,1,Kiosk,T08,No-Show,NULL
R07004,G2088,04-01-2025 20:15,6,Kiosk,T01,No-Show,NULL
R07005,G2585,07-05-2025 22:23,4,Web,T18,Confirmed,07-05-2025 22:20
R07006,G2810,05-02-2025 21:52,5,Phone,T06,Confirmed,05-02-2025 21:49
R07007,G0025,27-04-2025 22:19,5,Phone,T19,Confirmed,27-04-2025 22:12
R07008,G2233,24-03-2025 12:04,1,Phone,T11,Confirmed,24-03-2025 12:03
R07009,G1991,11-03-2025 10:26,3,Phone,T08,Confirmed,11-03-2025 10:22
R07010,G1855,12-06-2025 14:14,1,Web,T12,Confirmed,12-06-2025 14:13
R07011,G2959,22-04-2025 20:32,6,Phone,T15,Confirmed,22-04-2025 20:25
R07012,G1364,06-04-2025 16:08,7,App,T01,Confirmed,06-04-2025 16:07
R07013,G2235,24-02-2025 20:48,2,Web,T06,Confirmed,24-02-2025 20:47
R07014,G1335,11-05-2025 12:24,1,Phone,T07,No-Show,NULL
R07015,G0376,30-05-2025 12:05,3,App,T07,Confirmed,30-05-2025 11:59
R07016,G2108,15-06-2025 13:59,4,Phone,T11,Confirmed,15-06-2025 13:49
R07017,G1749,27-04-2025 18:31,2,Phone,T17,Confirmed,27-04-2025 18:26
R07018,G0301,24-05-2025 17:56,1,Web,T09,Confirmed,24-05-2025 17:54
R07019,G2804,29-01-2025 18:39,1,App,T13,Confirmed,29-01-2025 18:31
R07020,G2230,04-01-2025 13:47,2,App,T09,No-Show,NULL
R07021,G1134,23-02-2025 12:38,8,Phone,T12,Confirmed,23-02-2025 12:33
R07022,G2475,23-01-2025 20:48,2,App,T15,Confirmed,23-01-2025 20:39
R07023,G0909,30-06-2025 15:48,3,Web,T17,Confirmed,30-06-2025 15:46
R07024,G1446,30-01-2025 16:01,4,Web,T10,Confirmed,30-01-2025 15:59
R07025,G0711,26-03-2025 10:07,5,Phone,T12,Confirmed,26-03-2025 10:05
R07026,G1363,28-03-2025 11:41,4,App,T18,Confirmed,28-03-2025 11:40
R07027,G1851,13-05-2025 11:18,6,Phone,T18,Confirmed,13-05-2025 11:14
R07028,G0180,14-04-2025 20:16,4,App,T10,Confirmed,14-04-2025 20:13
